What's the difference between a mandrake and a mandrill?,One's a dolphin the other is an herb,One's a baboon the other is a dolphin,One's a baboon the other is an herb,One's messy the other is a neat freak and they share an apartment!,One's a baboon the other is an herb
What national animal is also Canada's largest rodent and the world's second largest rodent after the capybara?,Badger,Wolverine,Beaver,Raccoon,Beaver
Sam Fisher is a black-ops agent for an NSA division called the Third Echelon in what series of novels and videogames credited to Tom Clancy?,Resident Evil,Splinter Cell,Halo,Quake,Splinter Cell
Roland Garros flew across the Mediterranean in 1913. What annual sporting event is named for him?,The FIFA World Cup,The Tour de France,The French Open,The Ashes cricket match,The French Open
The original "pipe dream" was what Chinese drug smoked in Britain?,Heroin,Cocaine,Opium,Marijuana,Opium
According to both De Beers and a James Bond title (more or less) what is "forever"?,Danger,A diamond,Tomorrow,Passion,A diamond
As of 2007 when do most Americans set their clocks back one hour?,2 AM on the first Sunday of November,2 AM on the first Sunday of April,1 AM on the first Sunday of October,1 AM on the last Sunday of April,2 AM on the first Sunday of November
First published by Charles Perrault which fairy tale is about a young girl and a Big Bad Wolf?,Little Red Riding Hood,Goldilocks,Beauty and the Beast,The Forest Bride,Little Red Riding Hood
Founded in 1694 nationalized in 1946 and let loose again in 1997 what country's central bank is known as the Old Lady of Threadneedle Street?,US Federal Reserve,Bank of Japan,Bank of England,Swiss National Bank,Bank of England
The first American prisons of this type were in Marion Illinois and in Florence Colorado. What type?,Insane asylum,Terrorist detention facility,Club Fed,Supermax,Supermax
The Anne of Green Gables books are set in what fictional PEI community based on the very real Cavendish?,Kicking Horse Pass,Avonlea,Charlottetown,Mariposa,Avonlea
Also called the North Atlantic Drift what ocean current brings warm water from the Caribbean to Newfoundland's Grand Banks to western Europe?,Humboldt Current,Horse latitudes,Gulf Stream,El Nino,Gulf Stream
Aibo from Sony was a robotic version of what pet?,Fish,Turtle,Cat,Dog,Dog
In the early 1970s phone phreakers learned they could get free long-distance calls by blowing a whistle toy found in boxes of which of these foods?,Cap'n Crunch,Cracker Jack,Gummi Bears,Hostess Potato Chips,Cap'n Crunch
Strictly speaking even though a prostitute gets paid she's also an "amateur" since the word comes from the Latin "amator". What does amator mean?,Lover,Criminal,Experienced,Expert,Lover
When this racquet sport was added to the Olympics in 1992 Indonesia won the first gold medals which in fact were its first ever gold medals. What was the sport?,Table tennis,Tennis,Squash,Badminton,Badminton
What is genuine Morocco leather made from?,Horse,Goat,Calf,Sheep,Goat
What child of a rock star was appointed chief designer at the French couture house Chloe in March 1997?,Jakob Dylan,Zowie Bowie,Jade Jagger,Stella McCartney,Stella McCartney
The jackal-headed Anubis was the lord of the underworld judge of souls and the god of embalming in whose mythology?,Celtic,Phoenician,Egyptian,Norse,Egyptian
What name is shared by a Mercedes-Benz tractor a Nissan truck and a Leyland double-decker bus?,Tacoma,Tundra,Titan,Pathfinder,Titan
Long before it was a tasty Nabisco treat who was Lorna Doone?,Queen Victoria's personal baker,A Scottish warrior who fought with Robert the Bruce,The 'Lady in the Lake' from whom Arthur got his sword,The hero of Richard Blackmore's 'Romance of Exmoor',The hero of Richard Blackmore's 'Romance of Exmoor'
In 1956 26 Africanized killer bees escaped from a breeding lab in what country and headed north toward Texas?,Cuba,Gabon,Nigeria,Brazil,Brazil
In what river are you most likely to spot the pink river dolphin also knownas a tucuxi or a buffeo?,Amazon,Mississippi,Yangtze,Congo,Amazon
What world war took place between 1754 and 1763?,Paquisha War,Seven Years' War,Pig War,War of the Pacific,Seven Years' War
What is the official language of Brazil the largest country in South America?,Spanish,English,Portuguese,French,Portuguese
The RMS Titanic sank on the 15th of April 1912. In which ocean?,Pacific,Atlantic,Indian,Arctic,Atlantic
How many strings would you find on a modern mandolin?,Six,Seven,Eight,Five,Eight
What Scottish actor's biography is titled "Neither shaken nor stirred"?,Sean Connery,Alan Cumming,Robbie Coltrane,James Cosmo,Sean Connery
Which of the following is 61 in Roman Numerals?,LXI,CXI,XXXI,XXXXXXI,LXI
Who played Fonzie in the TV show Happy Days?,Scott Baio,Henry Winkler,Ron Howard,Tom Bosley,Henry Winkler
Which of the following is the chemical symbol for tin?,Ag,Fe,Sn,Pb,Sn
Which planet in our solar system is known as the red planet?,Mercury,Saturn,Mars,Venus,Mars
Written by Ray Davies who had an international hit with the 1964 song "You Really Got Me"?,The Animals,The Kinks,The Beatles,The Yardbirds,The Kinks
What word gets its name from an old soft drink which was promoted as giving imbibers courage and strength?,Moxie,Verve,Sprite,Zest,Moxie
Who succeeded Moses and finally led his people into the Promised Land?,David,Joshua,Aaron,Solomon,Joshua
First held in Yellowknife in 1970 what competition includes dog mushing and snowshoeing?,Iditarod,Arctic Winter Games,World Eskimo Games,Winter Olympics,Arctic Winter Games
Which of these cars shares a name with an Ottawa chief who led an Indian confederation?,Mustang,Pontiac,Impala,Toyota,Pontiac
The Star Trek slogan "To boldly go where no man has gone before" contains an example of what grammatical faux pas?,Split infinitive,Dangling participle,Misplaced modifier,Indefinite antecedent,Split infinitive
Sylvester Stallone does which of these character's voices?,Weaver,John Smith,Quasimodo,Hades,Weaver
What is the capital of Colombia?,Bogota,Lima,Apia,Kabul,Bogota
San Juan is the capital of which nation?,Yemen,Puerto Rico,Omar,Cape Verde,Puerto Rico
What was the name of the character played by Jennifer Lopez in Maid in Manhattan?,Catherine Deane,Marisa Ventura,Lauren Adrian,Sharon Pogue,Marisa Ventura
Which of these is not a desert?,Biscay,Blue,Gobi,Alcona,Biscay
Which of these birds can fly?,Rhea,Tern,Cassowary,Kiwi,Tern
What is the third planet from the sun?,Mercury,Pluto,Earth,Jupiter,Earth
Which country's national tree is the silver fern?,Japan,England,New Zealand,Peru,New Zealand
On which continent would you find the Limpopo River?,South America,Africa,North America,Asia,Africa
What would you do with hyssop?,Eat it,Use it,Wear it,Ride it,Eat it
Which of these inventors partnered with Thomas Edison?,Charles Goodyear,Charles Francis Richter,Franklin Leonard Pope,Elmer R. Gates,Franklin Leonard Pope
Which country once went by the name of Zaire?,Zimbabwe,The Democratic Republic of the Congo,Zambia,Mozambique,The Democratic Republic of the Congo
Off which country would you find the Grand Banks?,Canada,New Zealand,Brazil,Mexico,Canada
Which planet is commonly called the red planet?,Mars,Neptune,Venus,Mercury,Mars
What is the proper term of a group of baby chicks?,Herd,Brood,Pod,Drove,Brood
Which is of these is not a member of the deer family?,Moose,Blackbuck,Caribou,Red,Blackbuck
What was the first animal cloned from an adult cell?,Rat,Sheep,Pig,Pigeon,Sheep
Which of these men was known as the Birdman of Alcatraz?,Robert Franklin Stroud,Thomas E. Ketchum,Frank Nash,Charles Floyd,Robert Franklin Stroud
Which nation lays claim to the famous poet Oscar Wilde?,Spain,Ireland,France,United States,Ireland
Which of these is a German cheese?,Pepato,Asiago,Limburger,Romano,Limburger
What is the name of the CFL team located in Winnipeg?,Bears,Blue Bombers,Packers,Bulls,Blue Bombers
What would you do with bisque?,Wear it,Pet it,Eat it,Use it,Eat it
Which baseball team makes its home in Seattle?,Expos,Mariners,Astros,Diamondbacks,Mariners
When Queen Victoria died who inherited the throne?,Edward,Charles,Henry,William,Edward
Which of these is not a hat?,Espadrilles,Ushanka,Balmoral,Rumal,Espadrilles
Which of these characters is not a member of the Mario family?,Link,Boom Boom,Toad,Bowser,Link
With which game system can use the Kinect feature?,WII,PS2,Xbox,Gameboy,Xbox
When was the last major eruption of Mount Vesuvius?,1083,1584,1944,1873,1944
The Great Barrier Reef is located off which country?,India,Canada,Australia,Japan,Australia
What tiny state has a big name that officially includes the Providence Plantations?,North Carolina,Rhode Island,Maine,Virginia,Rhode Island
What word describes both a form of Greek architecture characterized by spiral scrolls at the top of columns as well as a way that atoms bond as electrons move between them?,Doric,Covalent,Ionic,Catatonic,Ionic
Who reigned over England for only nine days and then was convicted of high treason?,Mary I,Lady Jane Gray,Edward VI,Elizabeth I,Lady Jane Gray
Which English playwright wrote the play "Look Back in Anger"?,John Osborne,James Albery,Robert Daborne,Robert Dodsley,John Osborne
What was Gulliver's first name in Jonathan Swift's Gulliver's Travels?,Henry,Lemuel,Frances,Edward,Lemuel
What colour are the flowers found on a gorse bush?,White,Yellow,Red,Blue,Yellow
According to Greek mythology which king was cursed by his wish to turn everything he touched into gold?,Mygdon,Midas,Otreus,Homer,Midas
Which fairy tale character was originally described as an old woman only later revised to be a young girl?,Red Riding Hood,Goldilocks,The Goose Girl,Snow White,Goldilocks
Where does the starch sago come from?,Maple Trees,Palm Trees,Pine Trees,Oak Trees,Palm Trees
What sporting event would you find taking place in a velodrome?,Basketball,Cycling,Fencing,Track and Field,Cycling
In the story Snow White which of the seven dwarfs wore glasses?,Grumpy,Dopey,Doc,Sleepy,Doc
Known for her diary that was written while in hiding from the Germans in what year did Anne Frank die?,1955,1939,1945,1950,1945
Which well-known historical figure is credited with the following quote "Houston Tranquility Base here the Eagle has landed"?,Amelia Earhart,Buzz Aldrin,Neil Armstrong,Charles Lindbergh,Buzz Aldrin
Sunflowers are the subject of two series of still life paintings by which painter?,Claude Monet,Vincent Van Gogh,Pablo Picasso,Paul Gauguin,Vincent Van Gogh
On which 1970's television series would you see a pint-sized robot named Twiki?,Battlestar Galactica,Buck Rogers in the 25th Century,Lost in Space,The Prisoner,Buck Rogers in the 25th Century
How many dominoes would you find in a standard dominoes set?,28,32,34,36,28
In which American state would you be if you were sunbathing on Waikiki,Virginia,Florida,California,Hawaii,Hawaii
The ABC islands of Aruba Bonaire and Curacao were found in which country's Antilles?,British,Dutch,French,American,Dutch
Confining ourselves to city limits France's second-largest city is what major port in its lowest southeastern corner in the Provence-Alpes-Cote d'Azur region?,Marseilles,Nice,Lyon,Toulouse,Marseilles
Walvis Bay is Namibia's only deepwater harbor. But until 1994 the enclave actually belonged to what country which controlled the whole country until 1990?,Great Britain,South Africa,France,Portugal,South Africa
Mt. Acha in the Spanish enclave of Ceuta was one of the Pillars of Hercules. What was the other?,Gibraltar,Mount Olympus,Mount Sinai,Matterhorn,Gibraltar
What country makes up the western third of the island of Hispaniola?,Cuba,Dominican Republic,Haiti,Puerto Rico,Haiti
In Rio De Janeiro who or what are the favelas?,Beach hustlers,Hillside slums,Samba musicians,Renegade filmmakers,Hillside slums
In 1914 the first ship to cross through this body of water was the Cristobal but the first ship to make the trip officially was the Ancon. What body of water is this?,Suez Canal,Erie Canal,Panama Canal,St Lawrence Waterway,Panama Canal
In 2000 this country's mayors elected model Laetitia Casta as the new Marianne the cap-wearing symbol of what country?,Switzerland,France,Italy,Greece,France
Kazakhstan has begun to reverse the ecological damage to what lake now reduced to two salty bodies a quarter of the former size and incapable of sustaining life?,Aral Sea,Lake Baikal,Caspian Sea,Lake Ural,Aral Sea
The Prince of Wales is the heir apparent to the British throne. The Prince of Asturias is the heir to what country's throne?,Sweden,Netherlands,Spain,Denmark,Spain
Even though it's just 230 miles long it's the longest river in the British Isles. What is it?,Thames,Shannon,Liffey,Severn,Shannon
What pigeon-infested London square holds a Fourth Plinth on which a statue of William IV was never built?,Trafalgar Square,Piccadilly Circus,Soho Square,Charing Cross,Trafalgar Square
Until the birth of Prince Hisahito in 2006 there hasn't been a boy born into this country's royal family since 1965 leading some to say that Princess Aiko could be the first female emperor in 1300 years of what country?,China,Japan,Korea,Thailand,Japan
Jayapura (formerly Hollandia) is the capital of Papua formerly Irian Jaya formerly Dutch New Guinea in what country?,Angola,Indonesia,Surinam,Bahamas,Indonesia
For which prime minister is Toronto's international airport named?,Pierre Trudeau,Lester Pearson,WLM King,John A Macdonald,Lester Pearson
The San used to be called the Bushmen. Where do they live?,Australian Outback,Kalahari Desert,Great Rift Valley,Amazon Jungle,Kalahari Desert
The international terminal at what airport is named for Tom Bradley the city's first black mayor?,LAX,O'Hare,JFK,Logan,LAX
Also the "capital" of the Italian Riviera what capital of Leguria is now Italy's largest port?,Milan,Genoa,Venice,Naples,Genoa
The Northwest Angle is the only part of the Lower 48 north of the 49th parallel. What state is it in?,Minnesota,Maine,Washington,New York,Minnesota
Frederick Law Olmstead's career in park design began with his work on what 843-acre expanse whose real estate value today is a half trillion dollars?,Mount Royal Park in Montreal,Central Park in Manhattan,Prospect Park in Brooklyn,Jackson Park in Chicago,Central Park in Manhattan
As of 2009 only two nations have square flags. What country borders both of them?,El Salvador,Italy,Russia,Niger,Italy
Formerly known for their headhunting the Dayak are largely Hindu these days and live on which island?,Borneo,Sri Lanka,Madagascar,Tahiti,Borneo
At which city's Century 21 world's fair in 1962 would you ride the monorail to the Space Needle?,Montreal Quebec,Seattle Washington,Osaka Japan,Sydney Australia,Seattle Washington
What "devilish" island is separated from Australia by the Bass Strait?,Tasmania,New Guinea,Borneo,New Zealand,Tasmania
Located on a key trade route the Tuareg nomads founded the fabled city of Timbuktu in what present-day country?,Yemen,Iran,Mali,India,Mali
Devout visitors slip sheets of paper in the cracks of which famous structure?,Wailing Wall,Blarney Castle,Taj Mahal,Forbidden Palace,Wailing Wall
As the story goes Finn MacCool built the Giant's Causeway a set of rocky stepping stones made of basalt off the North Antrim Coast of Ireland so that he could walk to what country?,Ulster,Scotland,Wales,England,Scotland
What former member of the Hanseatic League is Germany's second largest city and its principal port?,Hamburg,Cologne,Frankfurt,Dresden,Hamburg
Home to about a million Mexican free-tailed bats Carlsbad Caverns is in what state?,Kentucky,New Mexico,California,Texas,New Mexico
The Saami used to be known as something else something they now consider derogatory. What would this be?,Laplanders,Eskimos,Gypsies,Hottentots,Laplanders
After helping the US win its independence Tadeusz Kosciuszko went back home to help what country fight Russia and Prussia?,Finland,Hungary,Poland,Romania,Poland
Polish heroes Tadeusz Kosciuszko and King Jan III Sobieski are both buried in a cathedral in what city which was once Poland's capital?,Krakow,Bratislava,Dresden,Leipzig,Krakow
An improvised shack called Checkpoint Charlie once symbolized the divisiveness of what city?,Belfast,Berlin,Detroit,Rome,Berlin
At one time they were severely persecuted. The Marsh Arabs live in the marshes of what country?,Iraq,Syria,Lebanon,Turkey,Iraq
What Indian confederacy in New York State included the Mohawk Onondaga Cayuga Oneida and Seneca?,Apache,Sioux,Iroquois,Seminole,Iroquois
The Paris peace talks that led to the Treaty of Versailles brought world attention to obscure bits of Europe most of which Germany or Austria-Hungary had to give up. Which country took Upper Silesia from Germany?,Denmark,Belgium,Poland,France,Poland
Indra Roy was which country's sole WWI flying ace?,Japan,Australia,India,Canada,India
In 1936 who declared himself Emperor of Ethiopia and later declared himself King of Albania?,George VI,Haile Selassie,Victor Emmanuel III,Juan Carlos I,Victor Emmanuel III
In 1596 King Sigismund III moved the capital of the Polish-Lithuanian Commonwealth to the more central Warsaw and away from what city on the Vistula River?,Lodz,Vilnius,Krakow,Gdansk,Krakow
Did WWI's leading ace survive the war?,No he was shot down in France,Yes he is France's Rene Fonck,No he died on influenza,Yes he is Eddie Rickenbacker,No he was shot down in France
The European Coal and Steel Community which became what is today called the European Union was made up of the Benelux countries and all but which of these nations?,West Germany,Great Britain,France,Italy,Great Britain
From its founding in 1955 to its disbanding in 1975 Jean Monnet headed an "action committee" calling for something. What?,The United States of Europe,Protection of endangered species,Global nuclear disarmament,Space exploration,The United States of Europe
After his mom died in 1827 what Zulu leader banned milk slaughtered pregnant women and killed anybody who didn't seem to be grieving enough?,Shaka Zulu,Jomo Kenyatta,Kwame Nkrumah,Nelson Mandela,Shaka Zulu
During World War I Annie Oakley asked for a second shot at this man who had volunteered in November 1889 to have her shoot out a cigar he was smoking during a performance of Buffalo Bill's Wild West Show. Who was he?,VI Lenin,Kaiser Wilhelm II,Adolf Hitler,Benito Mussolini,Kaiser Wilhelm II
What country was formed in 1291 when the forest cantons of Uri Schwyz and Unterwalden united to ward off the Holy Roman Emperor Rudolf I?,Luxembourg,Switzerland,Czechoslovakia,Belgium,Switzerland
In 1981 US agents broke up "Operation Red Dog" (aka the "Bayou of Pigs" invasion) when they caught KKK plotters (including two grand wizards) on their way to depose what country's government and create a white supremacist paradise?,Equatorial Guinea,Comoros,Dominica,France,Dominica
Phryne was a hetaira who lived in Athens in the 4th century BC. How did she get off when she was charged with murder?,Stripped for the jury,Murdered each jury member,Slept with the king of Athens,Blackmailed the judge,Stripped for the jury
What day marks the anniversary of the declaration of the Weimar Republic the Beer Hall Putsch the outbreak of Kristallnacht and the de facto fall of the Berlin Wall?,Jul-13,Mar-13,Nov-13,Jan-13,Nov-13
Which president now a liberal icon also segregated federal government offices in Washington DC?,Woodrow Wilson,Harry Truman,Franklin Roosevelt,Grover Cleveland,Woodrow Wilson
Honoria helped destroy Rome when to get back at her little brother the emperor she offered half the empire as a dowry if somebody would marry her. Who?,Genghis Khan,Attila the Hun,William the Conqueror,Suleyman the Magnificent,Attila the Hun
Carl Mannerheim a former Russian cavalry officer saved what country from Soviet invasion in the 1940s and became its president?,Poland,Ukraine,Finland,Austria,Finland
What Merry Monarch was merry enough to have 14 kids all illegitimate?,James II,Richard II,Charles II,Henry II,Charles II
In 1999 what sitting mayor of New York City served as a juror in a civil case over a boiler and pipes?,Michael Bloomberg,David Dinkins,Rudy Giuliani,Ed Koch,Rudy Giuliani
Named for a man named Moses who worked for the Connecticut Land Company what Ohio city lost an A in its name so that it would fit better on a newspaper masthead?,Toledo,Cleveland,Youngstown,Akron,Cleveland
Owen Glendower who died in about 1416 was the last Welshman to claim what title?,Prince of Wales,Pope,Archbishop of Canterbury,World Wrestling Federation Champion,Prince of Wales
Depending on how you translate it what president went to Berlin and apparently told the locals "I am a jelly doughnut"?,Ronald Reagan,George W Bush,John Kennedy,Gerald Ford,John Kennedy
Prince Charles may have had matrimonial problems but Henry VIII created his own church so he could divorce which wife?,Catherine Parr,Catherine Howard,Catherine of Aragon,Catherine de' Medici,Catherine of Aragon
Long after overrunning the Alamo this Mexican ended up exiled to Staten Island where he is credited with introducing chewing gum to the US. Who is he?,Antonio Lopez de Santa Anna,Sancho Panza,Simon Bolivar,Che Guevara,Antonio Lopez de Santa Anna
Yuri Andropov was put in charge of the USSR. And dropped off. Who replaced him?,Constantin Chernenko,Mikhail Gorbachev,Boris Yeltsin,Vladimir Putin,Constantin Chernenko
When told that saying "Half the Cabinet are asses" was unparliamentary what UK politician recanted and instead said "Half the Cabinet are not asses"?,John Howard,Benjamin Disraeli,Paul Martin,Edward Seaga,Benjamin Disraeli
What ship landed at Plymouth Rock rather than Virginia in large part because their supplies were "much spent especially our beer"?,Constitution,Santa Maria,Mayflower,Pinta,Mayflower
What state did the Green Mountain Boys break off from New York and then declare to be an independent republic?,New Hampshire,Vermont,Maine,Connecticut,Vermont
Francisco Pizarro captured Atahualpa the leader of these people had him pay a ransom of $100 million then killed him anyway. Whom did Atahualpa lead?,Mayas,Aztecs,Incas,Apaches,Incas
Named for the local word for "mountainous" what was the world's first black republic?,Jamaica,Haiti,Ethiopia,Ghana,Haiti
What was the last European power to leave Africa when it finally gave independence to such colonies as Angola and Mozambique in the mid-1970s?,Germany,Spain,Portugal,France,Portugal
Blaise Pascal once speculated that if Cleopatra had not been so pretty what Roman general might not have lost the Battle of Actium?,Julius Caesar,Mark Antony,Pompey,Ptolemy,Mark Antony
In the first US census in 1790 what was the only US state to record zero slaves?,Rhode Island,Massachusetts,Vermont,Connecticut,Massachusetts
Known as the Rubber People what Mexican civilization venerated the werejaguar?,Aztecs,Toltecs,Olmecs,Mixtecs,Olmecs
A minor "war" erupted in 1859 between Britain and the United States on disputed San Juan Island. What set the war off?,A sliced-off ear,An unpaid tavern bill,A dead pig,A Fenian fugitive,A dead pig
A Canadian Arthur Brown is often credited with what aviation feat?,Being the first to fly across the Pacific,Inventing jet aviation,Shooting down the Red Baron,Creating the bush-pilot system,Shooting down the Red Baron
What form of writing developed by the Sumerians was named for "wedgeshaped" impressions that the styluses made in clay?,Cuneiform,Roman letters,Hieroglyphics,Braille,Cuneiform
What king had a summer palace at Potsdam called Sans Souci?,Frederick the Great,Peter the Great,William the Conqueror,Charles the Merely Adequate,Frederick the Great
Like Cher Madonna and Elvis Sukarno and Suharto went by just one name. What country did they rule? (This being Sukarno and Suharto not Cher or Elvis.),Indonesia,Burma,Nepal,Japan,Indonesia
Founded by Vikings what Ukrainian city on the Dnieper River was once the Russian capital?,Moscow,Kiev,Minsk,St Petersburg,Kiev
This country became the heart of Livonia and sometimes these people are still called Letts. Which one?,Latvia,Poland,Lithuania,Hungary,Latvia
Who put his older brother Joseph on the throne of Naples (then Spain) his younger brother Louis on the throne of Holland and a third brother Jerome on the throne of Westphalia?,Napoleon,Adolf Hitler,Charlemagne,Frederic Barbarossa,Napoleon
Nearly a quarter of the prisoners of war in Andersonville died. Where is Andersonville?,Illinois,Ohio,Georgia,Florida,Georgia
Born in 1757 what famous Frenchman's name was Marie Joseph Paul Yves Roch Gilbert du Motier?,Robespierre,Marquis de Lafayette,Marquis de Sade,Napoleon,Marquis de Lafayette
When the 1824 election was thrown to the House the Speaker Henry Clay agreed to a "corrupt bargain" that put who in the White House?,Andrew Jackson,John Quincy Adams,Grover Cleveland,William Henry Harrison,John Quincy Adams
Who was the last Catholic king of Britain?,James II,Richard III,William I,George III,James II
Inspired by the French Revolution what country was transformed into the Batavian Republic from 1795 to 1806?,Netherlands,Poland,Sweden,Ireland,Netherlands
In the late 1600s what ruler tried touring Europe incognito despite being a rather conspicuous six-foot-six?,Charlemagne,Peter the Great,Richard the Lionhearted,Erik the Red,Peter the Great
The Flavian Amphitheatre was nicknamed the Coliseum for whose colossus which once stood next door?,Nero,Augustus,Zeus,Jupiter,Nero
Before joining the cast of "Scrubs" Sarah Chalke briefly replaced Lecy Goranson as what character on Roseanne?,Becky,Jackie,Darlene,DJ,Becky
What historical figure has been portrayed on film by Bette Davis Glenda Jackson and in the same year by Judi Dench and Cate Blanchett?,Queen Elizabeth I,The Virgin Mary,Cleopatra,Amelia Earhart,Queen Elizabeth I
Attica! Attica! Attica! What movie was based on the true story of John Wojtowicz who tried to rob a bank to pay for a friend's sex change operation?,The Getaway,Kelly's Heroes,Dog Day Afternoon,O Brother Where Art Thou?,Dog Day Afternoon
William Bernbach used the slogan "Think Small" to what car into a counterculture icon even though it was originally built on Hitler's orders?,Porsche,BMW,Volkswagen,Audi,Volkswagen
What caper movie starring Michael Caine became famous for a chase sequence in which the anti-heroes drive British Mini Coopers through the streets of Turin?,Get Carter,The Italian Job,The Thomas Crown Affair,Bullitt,The Italian Job
Before playing a DA on "Law and Order" what observant Jew lost his role as Impossible Mission Force leader Dan Briggs because he wouldn't work on the Sabbath?,Michael Moriarty,Dann Florek,Steven Hill,Fred Thompson,Steven Hill
On the UK Celebrity Big Brother the only contestant to have read Orwell's "1984" was what Australian feminist?,Susan Sontag,Gloria Steinhem,Germaine Greer,Bella Abzug,Germaine Greer
The band They Might Be Giants performed "Boss of Me" as which show's theme song?,Boy Meets World,Saved by the Bell,Malcolm in the Middle,According to Jim,Malcolm in the Middle
Which of these movies was not shot at least in part in Venice?,A Room With a View,Indiana Jones and the Last Crusade,Everybody Says I Love You,Casino Royale (2006),A Room With a View
Who played the genetically engineered supersoldier Max Guevara on Fox's "Dark Angel"?,Sarah Michelle Gellar,Jessica Alba,Jennifer Garner,Peta Wilson,Jessica Alba
In what movie does Adenoid Hynkel rule the nation of Tomania with an iron hand?,All the King's Men,Duck Soup,The Great Dictator,The Man Who Would Be King,The Great Dictator
Inspired by his own rise to fame who produced the HBO series "Entourage" and named the main character for his acting coach?,Gary Busey,Val Kilmer,Mark Wahlberg,Jeremy Piven,Mark Wahlberg
We don't know about his son but what salty comic legend's real name was John Sanford?,Redd Foxx,George Carlin,Rodney Dangerfield,Henny Youngman,Redd Foxx
Linda Lavin who later starred in "Alice" was also in the first-season cast of what TV series alongside Gregory Sierra?,The Waltons,Barney Miller,All in the Family,The Mary Tyler Moore,Barney Miller
In Star Trek VI helmsman Sulu is a captain. And has a first name. What name is this?,Ichiro,Jiro,Hikaru,Saburo,Hikaru
Charged with guarding harems what castrated men got their English name from the Greek word for "keeping the bed"?,Janissaries,Mamelukes,Eunuchs,Templars,Eunuchs
What would an Inca have done with knots tied on a string called a quipu?,Hunted with it,Kept records with it,Prayed with it,Cooked with it,Kept records with it
During Prohibition Gentleman Jimmy Walker had his own table in the wine cellar of 21 a famous speakeasy in what city of which he happened to be mayor?,New York City,Miami,Chicago,New Orleans,New York City
Rupert's Land was named for Prince Rupert the Bohemian-born cousin of Charles II. In 1870 what country bought it?,Canada,Brazil,United States,Australia,Canada
What 1775 battle did poet Ralph Waldo Emerson call the "shot heard around the world" in a poem he wrote to dedicate an obelisk at the site?,Saratoga,Bunker Hill,Concord,Yorkton,Concord
When Adolf Hitler talked about Lebensraum what did he have in mind?,The elite guard,More living space for Germans,The drive to the east,All right thinking,More living space for Germans
The advancing Soviets murdered 11000 officers from what country in the Katyn Forest near Smolensk?,Poland,Germany,Finland,Ukraine,Poland
In 1855 David Livingston discovered the Zambezi River as it plunged down a gorge known locally as Mosi-oa-Tunya. What did he name the waterfall?,Victoria Falls,Angel Falls,Zambezi Falls,Boyoma Falls,Victoria Falls
From 1701 to 1713 Europe was embroiled in what Americans call Queen Anne's War. What do Europeans call it?,War of Spanish Succession,War of Austrian Succession,War of Venetian Succession,War of Hungarian Succession,War of Spanish Succession
In 1839 the governor of Maine called out the militia and grabbed disputed land provoking the Aroostook War (aka the War of Pork and Beans) with whom?,Quebec,New Hampshire,New Brunswick,Massachusetts,New Brunswick
In the Viking world futhark was a set of something and the word futhark comes from the first six members of that set. What did the Vikings use futhark for?,An alphabet,A pilgrimage route,A prayer rotation,A group of magic number,An alphabet
Spain divided Latin America into four viceroyalties. Which was the furthest south and had its capital in Buenos Aires?,Rio de La Plata,Peru,New Granada,New Spain,Rio de La Plata
Trained by the US Marines during the US occupation Rafael Trujillo ruled what country for more than 30 years?,Paraguay,Dominican Republic,Nicaragua,El Salvador,Dominican Republic
John Macarthur was featured on this country's $2 bill even though he led the Rum Rebellion against Governor William Bligh. What country is this?,Jamaica,Ireland,Australia,New Zealand,Australia
Lester Pearson remains the only Canadian to have won the Nobel Peace Prize. And he won it for suggesting what organization that also won the Peace Prize?,UN Peacekeeping Forces,UN High Commission,UNICEF,International Red Cross,UN Peacekeeping Forces
On TV's The Howdy Doody Show what character's only words "Goodbye kids" were saved for the final show?,Princess Summerfall Winterspring,Buffalo Bob,Clarabelle the Clown,Chief Thunderthud,Clarabelle the Clown
What is the name of the bird that is "cuckoo for Cocoa Puffs"?,Kookie,Tony,Sonny,Charlie,Sonny
Billy Wilder wrote a draft of this movie. Martin Scorsese swapped "Cape Fear" for it. Roman Polanski turned it down but did win an Oscar for a movie with a similar theme. What movie is this?,The Color Purple,Saving Private Ryan,Schindler's List,E.T. the Extra-Terrestrial,Schindler's List
After losing 72 pounds the now 142-lb Jean Nidetch founded what organization in May 1963 in Queens New York?,Overeaters Anonymous,Weight Watchers,American Diabetes Association,Eating Disorders Association,Weight Watchers
Although Jerry Mathers did serve in the Air National Guard it is not true he died in Vietnam. What show had he been on?,Leave it to Beaver,Dennis the Menace,The Andy Griffith Show,My Three Sons,Leave it to Beaver
A poker variation in which you combine the best two of four dealt cards and the best three of five community cards is named for what Midwest city?,Milwaukee,Memphis,Omaha,Indianapolis,Omaha
Believing that it encourages people to reject class divisions I practically invented montage with a scene in the Battleship Potemkin in which I splice together 155 separate shots into four minutes and 20 seconds of screen time. Who am I?,Sergei Eisenstein,Peter Ilich Tchaikovsky,Igor Stravinsky,Nicolai Rimski-Korsakov,Sergei Eisenstein
Which of these wasn't a Partridge Family hit but was instead the theme to Laverne and Shirley a version of which by Cyndi Grecco reached #25 on the charts?,Making Our Dreams Come True,I Think I Love You,Come On Get Happy,I Woke Up in Love This Morning,Making Our Dreams Come True
As writer Murray Slaughter who was the only cast member of "The Mary Tyler Moore Show" never nominated for an Emmy and the only one other than Georgette Engel not to win?,Ted Knight,Gavin MacLeod,Ed Asner,Cloris Leachman,Gavin MacLeod
